city,category,n_businesses,mean_jaccard,n_pairs
New Port Richey,Sandwiches,19,0.0518,24
Oldsmar,American (New),6,0.0517,10
Tampa,Apartments,112,0.0517,131
Boyertown,Italian,5,0.0517,7
Drexel Hill,Shopping,7,0.0517,5
Springfield,Beauty & Spas,17,0.0517,23
Largo,Hair Salons,10,0.0517,7
Philadelphia,Food,2969,0.0517,10460
Plant City,Breakfast & Brunch,11,0.0517,10
Lutz,Restaurants,141,0.0517,449
Lansdale,Burgers,9,0.0516,8
Valrico,Home Services,12,0.0516,8
Philadelphia,Flooring,11,0.0516,8
Exton,Burgers,13,0.0516,22
Langhorne,Sandwiches,11,0.0516,11
Philadelphia,Hot Dogs,13,0.0516,10
Lansdale,Pizza,18,0.0516,31
Coatesville,Restaurants,7,0.0516,8
Downingtown,Beauty & Spas,10,0.0516,12
Bensalem,Steakhouses,6,0.0516,10
Brandon,Food,129,0.0516,239
Philadelphia,Barre Classes,13,0.0515,39
Philadelphia,Taiwanese,9,0.0515,12
Land O' Lakes,Restaurants,26,0.0514,53
Paoli,Beauty & Spas,13,0.0514,15
St. Petersburg,Fast Food,13,0.0514,10
Riverview,American (Traditional),23,0.0514,42
Glenside,Ice Cream & Frozen Yogurt,7,0.0513,6
Springfield,Sandwiches,7,0.0513,9
Philadelphia,Fitness & Instruction,223,0.0513,555
Brandon,Italian,12,0.0513,13
Palm Harbor,Nightlife,24,0.0513,52
Trinity,Food,11,0.0512,6
Feasterville Trevose,Restaurants,13,0.0512,16
Riverview,Health & Medical,20,0.0512,13
Eagleville,Restaurants,6,0.0512,9
Philadelphia,IT Services & Computer Repair,22,0.0512,26
Ruskin,Restaurants,49,0.0512,153
Plant City,Restaurants,104,0.0512,517
Tampa,Weight Loss Centers,9,0.0512,5
Phoenixville,Mexican,6,0.0512,6
Philadelphia,Guns & Ammo,5,0.0512,4
Valrico,Beauty & Spas,15,0.0511,13
Philadelphia,Golf,9,0.0511,9
Oldsmar,Restaurants,72,0.0511,190
Riverview,Breakfast & Brunch,9,0.0511,9
Tampa,Desserts,99,0.0511,120
Philadelphia,Dim Sum,22,0.0511,36
Wesley Chapel,Specialty Food,9,0.0511,13
Jenkintown,Beauty & Spas,15,0.0511,15
Chester Springs,Nightlife,6,0.051,14
Riverview,Chicken Wings,8,0.051,10
Bala Cynwyd,Pizza,5,0.051,7
St. Petersburg,Coffee & Tea,31,0.051,36
Warminster,Restaurants,78,0.051,221
Tampa,Bakeries,99,0.051,110
Blue Bell,Food,19,0.0509,21
Largo,Health & Medical,35,0.0509,29
Doylestown,Pizza,16,0.0509,25
Wesley Chapel,Hair Removal,13,0.0509,14
Plant City,Coffee & Tea,7,0.0508,11
Yardley,Italian,6,0.0508,9
Wesley Chapel,Chinese,6,0.0508,4
Zephyrhills,Restaurants,54,0.0508,229
West Chester,Food,116,0.0508,254
Brandon,Hair Salons,8,0.0508,6
Conshohocken,Nightlife,15,0.0508,45
Conshohocken,Bars,15,0.0508,45
Doylestown,Auto Repair,10,0.0508,9
West Chester,Fast Food,12,0.0508,17
Philadelphia,Kitchen & Bath,11,0.0507,9
Brandon,Massage,10,0.0507,8
Collegeville,Home Services,10,0.0507,10
Palm Harbor,American (Traditional),17,0.0507,23
Langhorne,Restaurants,82,0.0507,169
Bensalem,Restaurants,147,0.0507,414
Southampton,Restaurants,43,0.0506,88
Tampa,Shoe Repair,8,0.0506,7
Warminster,Sandwiches,11,0.0506,14
Phoenixville,Specialty Food,5,0.0506,3
Riverview,Pizza,14,0.0506,14
Gilbertsville,Pizza,7,0.0506,7
Lutz,Sports Bars,7,0.0505,7
Yardley,Chinese,5,0.0505,5
King of Prussia,Sandwiches,17,0.0505,19
New Port Richey,Breakfast & Brunch,22,0.0505,28
Philadelphia,Contractors,77,0.0504,74
Seffner,Restaurants,29,0.0504,60
Philadelphia,Child Care & Day Care,15,0.0504,12
Palm Harbor,Bars,22,0.0504,49
Philadelphia,Local Services,686,0.0503,806
Springfield,Restaurants,72,0.0502,170
King Of Prussia,Food,6,0.0502,4
Limerick,Restaurants,9,0.0502,13
Saint Petersburg,Beer Bar,16,0.0502,27
Riverview,Sandwiches,19,0.0502,29
Tampa,Music Venues,26,0.0501,41
St Petersburg,Active Life,6,0.0501,4
Tampa,Chicken Wings,98,0.0501,104
Philadelphia,Sports Medicine,6,0.0501,4
Oldsmar,Home Services,13,0.05,9
Temple Terrace,Food,16,0.05,15
Collegeville,Salad,7,0.05,9
Phoenixville,Restaurants,129,0.0499,619
Zephyrhills,Italian,5,0.0499,8
Lafayette Hill,Restaurants,23,0.0499,60
Pinellas Park,Vietnamese,21,0.0499,59
Saint Petersburg,Jewelry,5,0.0499,3
Clearwater,Breweries,6,0.0498,4
Bensalem,Burgers,9,0.0498,8
Philadelphia,Performing Arts,53,0.0498,74
Tampa,Burgers,146,0.0498,161
Bryn Mawr,Pizza,16,0.0498,22
Safety Harbor,Arts & Entertainment,6,0.0498,5
Phoenixville,Pubs,5,0.0498,7
Plymouth Meeting,Home & Garden,5,0.0498,4
Philadelphia,Ethnic Food,36,0.0497,35
Hudson,Seafood,6,0.0497,9
Clearwater,Furniture Stores,12,0.0497,15
St. Petersburg,Bars,113,0.0497,203
Tampa,Chinese,69,0.0497,89
Warminster,Salad,6,0.0496,13
Tampa,Cafes,103,0.0496,132
Tampa,Coffee & Tea,270,0.0496,480
Conshohocken,Pizza,12,0.0496,13
Seminole,Restaurants,97,0.0495,373
Philadelphia,Hawaiian,5,0.0495,5
Wyncote,Restaurants,14,0.0495,13
Philadelphia,Pubs,156,0.0495,310
Palm Harbor,Mexican,13,0.0495,14
Brandon,Specialty Food,6,0.0495,4
Ardmore,American (Traditional),8,0.0494,11
Philadelphia,Transportation,48,0.0494,58
Malvern,Food,30,0.0494,49
Tampa,Cycling Classes,5,0.0494,6
Oldsmar,Seafood,6,0.0494,12
Brandon,Salad,16,0.0494,30
Media,Pizza,15,0.0493,27
Zephyrhills,Pizza,5,0.0493,8
Pinellas Park,Automotive,17,0.0493,14
Chester Springs,Food,8,0.0493,12
Seminole,American (Traditional),15,0.0493,36
Brandon,Home & Garden,16,0.0493,13
Trinity,Restaurants,16,0.0493,29
Yardley,Beauty & Spas,8,0.0492,7
Exton,Indian,7,0.0492,14
Saint Petersburg,Automotive,50,0.0492,42
Brandon,Dentists,14,0.0492,11
Narberth,Restaurants,31,0.0491,77
Oldsmar,Nightlife,15,0.0491,26
Oldsmar,Bars,15,0.0491,26
Doylestown,Restaurants,135,0.0491,659
Land O Lakes,Restaurants,10,0.0491,16
Tampa,Sewing & Alterations,12,0.0491,9
Tampa,Restaurants,2875,0.049,13072
Wesley Chapel,American (New),10,0.049,13
Philadelphia,Trainers,61,0.049,87
St Petersburg,Bars,20,0.049,19
Saint Petersburg,Arts & Entertainment,25,0.049,27
Tampa,Blow Dry/Out Services,16,0.049,14
St. Petersburg,Mexican,12,0.049,11
Fairless Hills,Automotive,8,0.049,4
St Petersburg,Nightlife,20,0.049,19
Bensalem,Automotive,8,0.0489,11
Doylestown,Desserts,9,0.0489,6
Largo,Greek,7,0.0489,5
Tampa,Dry Cleaning,6,0.0489,6
Tampa,Lounges,36,0.0489,39
Spring City,Restaurants,13,0.0489,17
Doylestown,Bars,15,0.0489,27
Tampa,Dance Clubs,15,0.0489,19
Philadelphia,Gastropubs,69,0.0488,104
St. Petersburg,Nightlife,119,0.0488,219
Elkins Park,Pizza,7,0.0488,9
Morton,Restaurants,5,0.0488,8
Clearwater,Hair Salons,18,0.0488,14
Newtown,American (Traditional),10,0.0488,13
Tampa,Donuts,16,0.0487,14
St. Petersburg,Music Venues,7,0.0487,5
Wayne,Coffee & Tea,9,0.0486,11
Bensalem,Pizza,26,0.0486,35
Langhorne,American (Traditional),11,0.0486,18
Doylestown,Nail Salons,12,0.0486,21
Philadelphia,Coffee & Tea,731,0.0485,1466
Dresher,Restaurants,16,0.0485,28
Sellersville,Restaurants,11,0.0485,18
Conshohocken,Italian,18,0.0485,28
Philadelphia,Modern European,9,0.0484,10
Downingtown,Home & Garden,5,0.0484,6
Plant City,Nail Salons,8,0.0484,9
Media,Nightlife,17,0.0484,26
Palm Harbor,Restaurants,183,0.0484,577
Saint Petersburg,Fast Food,29,0.0484,30
Wesley Chapel,Restaurants,136,0.0484,591
Wesley Chapel,Bars,20,0.0484,33
Tampa,Soup,18,0.0483,21
Tarpon Springs,Italian,9,0.0483,9
Tampa,Pets,100,0.0483,111
Elkins Park,Restaurants,31,0.0483,63
Philadelphia,Pizza,599,0.0483,1001
Tampa,Interval Training Gyms,11,0.0483,14
Brandon,Ice Cream & Frozen Yogurt,5,0.0483,4
Dunedin,American (Traditional),23,0.0483,41
Tampa,Sandwiches,311,0.0483,413
North Wales,Korean,7,0.0482,17
Philadelphia,Shades & Blinds,9,0.0482,7
Palm Harbor,Japanese,6,0.0482,7
Philadelphia,Vape Shops,14,0.0482,29
Prospect Park,Italian,6,0.0481,8
Palm Harbor,Hair Removal,12,0.0481,10
Media,Breakfast & Brunch,9,0.0481,21
Spring Hill,Italian,10,0.0481,9
Spring Hill,American (New),7,0.0481,10
Seminole,Burgers,9,0.048,12
Philadelphia,Shipping Centers,30,0.048,27
Tampa,Gluten-Free,24,0.048,28
Malvern,Indian,10,0.048,18
Philadelphia,Hardware Stores,9,0.048,10
Tampa,Tires,36,0.0479,28
Conshohocken,Delis,9,0.0479,16
Ardmore,Nightlife,23,0.0479,37
Seffner,Burgers,5,0.0479,4
Tampa,Hookah Bars,5,0.0479,4
Tampa,Colombian,8,0.0479,5
Bridgeport,Restaurants,11,0.0479,17
Lutz,Bars,25,0.0478,57
Lutz,Nightlife,25,0.0478,57
Warminster,Nail Salons,5,0.0478,7
Ardmore,Bars,22,0.0478,35
Malvern,Caterers,5,0.0478,5
Warrington,Fast Food,5,0.0478,5
Philadelphia,Boot Camps,12,0.0478,15
Media,Bars,16,0.0478,25
Tampa,Juice Bars & Smoothies,68,0.0478,111
Palm Harbor,Pets,8,0.0478,4
Wesley Chapel,Nightlife,21,0.0478,38
Flourtown,Restaurants,15,0.0477,35
Jamison,Restaurants,9,0.0477,22
Conshohocken,American (New),9,0.0477,22
Brandon,Pizza,20,0.0477,25
Sun City Center,Restaurants,15,0.0477,17
Dunedin,Cafes,8,0.0477,7
Southampton,Sandwiches,12,0.0477,15
Tampa,American (New),226,0.0476,553
Chester Springs,Bars,5,0.0476,10
Tampa,Tapas/Small Plates,13,0.0476,15
King Of Prussia,Fast Food,8,0.0476,10
Philadelphia,Auto Repair,152,0.0476,133
Philadelphia,Vietnamese,97,0.0476,287
Bala Cynwyd,Restaurants,44,0.0476,89
Clearwater,Beauty & Spas,115,0.0476,109
Ruskin,Breakfast & Brunch,8,0.0476,8
Wayne,Beauty & Spas,12,0.0475,9
Wesley Chapel,American (Traditional),28,0.0475,75
Chalfont,Restaurants,31,0.0475,98
Bensalem,American (Traditional),21,0.0475,33
Clearwater,Coffee & Tea,37,0.0475,38
Philadelphia,Breweries,39,0.0474,106
Hatfield,Restaurants,25,0.0474,43
Tampa,Asian Fusion,46,0.0474,66
Palm Harbor,Vegan,5,0.0473,7
Clearwater,Massage,9,0.0473,9
Tampa,Tobacco Shops,35,0.0473,42
Malvern,Event Planning & Services,8,0.0473,9
Philadelphia,Nightlife,1293,0.0473,4845
Largo,Burgers,10,0.0472,8
Ambler,Pizza,6,0.0472,10
Media,Specialty Food,6,0.0472,4
St. Petersburg,Bakeries,11,0.0472,11
Yardley,Restaurants,47,0.0472,144
Ardmore,Active Life,6,0.0472,4
Pottstown,Bars,13,0.0472,14
Newtown,Pizza,8,0.0472,15
Saint Petersburg,Beauty & Spas,88,0.0472,89
Langhorne,Beauty & Spas,9,0.0471,8
Bensalem,Real Estate,8,0.0471,6
Brandon,General Dentistry,8,0.0471,7
Kennett Square,Food,43,0.0471,86
Philadelphia,Real Estate,161,0.047,185
Conshohocken,Event Planning & Services,12,0.047,23
Lutz,Chicken Wings,5,0.047,5
Conshohocken,Burgers,6,0.047,6
Brandon,Fast Food,37,0.0469,35
Berwyn,Food,7,0.0469,8
Conshohocken,Sandwiches,16,0.0469,22
Philadelphia,Latin American,31,0.0469,28
West Chester,American (Traditional),22,0.0469,21
Downingtown,Food,18,0.0469,21
Riverview,Restaurants,179,0.0469,646
East Norriton,Restaurants,24,0.0469,40
Glenside,Food,29,0.0469,58
Conshohocken,Caterers,8,0.0468,19
Langhorne,Auto Repair,9,0.0468,6
Philadelphia,Karaoke,9,0.0468,6
Tampa,Bridal,12,0.0468,12
Jenkintown,Nightlife,8,0.0467,15
Jenkintown,Bars,8,0.0467,15
Ardmore,Restaurants,115,0.0467,468
Dunedin,Coffee & Tea,22,0.0467,27
Tampa,Nightlife,591,0.0467,1804
Doylestown,Nightlife,18,0.0467,37
Seminole,Automotive,11,0.0466,12
Exton,Auto Repair,6,0.0466,4
Tampa,Kids Activities,11,0.0466,8
Clearwater,Vietnamese,5,0.0466,6
Phoenixville,American (Traditional),15,0.0466,28
Largo,Nail Salons,18,0.0466,19
Dunedin,Sandwiches,18,0.0466,20
Brandon,Cosmetic Dentists,10,0.0466,8
St. Petersburg,Burgers,16,0.0465,13
Lansdale,Bars,10,0.0465,18
Havertown,Italian,14,0.0465,25
Drexel Hill,Restaurants,62,0.0465,173
Philadelphia,Museums,36,0.0465,78
Lansdale,Nightlife,10,0.0465,18
Tampa,Mortgage Brokers,7,0.0465,7
Philadelphia,Sandwiches,689,0.0465,1120
New Port Richey,Seafood,8,0.0465,6
Tampa,Coffee Roasteries,14,0.0465,28
King of Prussia,American (New),10,0.0465,15
Philadelphia,Diners,47,0.0464,65
Springfield,Bars,9,0.0464,6
Pottstown,Nightlife,15,0.0464,15
Norristown,Indian,7,0.0464,16
Philadelphia,Bubble Tea,61,0.0464,166
Springfield,Nightlife,9,0.0464,6
Spring Hill,Desserts,5,0.0464,5
Glenside,Pizza,11,0.0464,19
Philadelphia,Pilates,22,0.0464,40
Tampa,Tex-Mex,17,0.0463,12
Philadelphia,Caterers,110,0.0463,101
Media,Beauty & Spas,19,0.0463,20
Media,Auto Repair,5,0.0463,6
Jenkintown,Food,26,0.0463,43
Tarpon Springs,American (New),10,0.0463,9
Tampa,Sports Bars,77,0.0463,90
Clearwater,Nightlife,119,0.0463,160
Tampa,Comfort Food,9,0.0462,10
Riverview,Bars,19,0.0462,28
Tampa,Caribbean,35,0.0462,38
Philadelphia,Ice Cream & Frozen Yogurt,123,0.0462,176
Riverview,Nightlife,19,0.0462,28
Philadelphia,Watches,6,0.0462,3
Philadelphia,Pet Adoption,6,0.0461,4
Warminster,Chinese,7,0.0461,14
Malvern,American (New),9,0.0461,11
Newtown,Bars,11,0.0461,17
Tampa,Cuban,36,0.0461,38
Spring City,Pizza,6,0.0461,6
Tampa,Korean,15,0.0461,18
Philadelphia,Bakeries,212,0.0461,337
Newtown,Nightlife,11,0.0461,17
Largo,Pet Services,5,0.0461,4
Kennett Square,Beauty & Spas,6,0.0461,7
Largo,Pet Sitting,5,0.0461,4
Tampa,Beauty & Spas,713,0.046,1063
Pinellas Park,Fast Food,20,0.046,22
Pottstown,Mexican,6,0.046,5
Newtown,Breakfast & Brunch,7,0.046,8
Tampa,Hot Dogs,5,0.046,6
Philadelphia,Bars,1132,0.0459,4148
Southampton,Pizza,8,0.0459,9
Tampa,Bars,528,0.0459,1582
Abington,Restaurants,41,0.0459,56
Philadelphia,Poke,12,0.0459,23
Tampa,IV Hydration,5,0.0458,4
Phoenixville,Local Services,8,0.0458,6
Langhorne,Bars,10,0.0458,24
Dunedin,Restaurants,167,0.0458,633
Ruskin,American (Traditional),8,0.0458,7
Conshohocken,Restaurants,95,0.0458,450
Philadelphia,Candy Stores,8,0.0458,12
Clearwater,Chicken Wings,16,0.0458,19
Langhorne,Nightlife,10,0.0458,24
Philadelphia,Restaurants,5774,0.0458,31156
Downingtown,American (Traditional),14,0.0458,27
Glenside,Bars,9,0.0458,20
Pinellas Park,Bars,7,0.0458,11
Pinellas Park,Nightlife,7,0.0458,11
Newtown,Italian,10,0.0458,15
Langhorne,American (New),5,0.0458,7
Pinellas Park,Auto Repair,8,0.0458,6
Philadelphia,Home Services,783,0.0457,1178
West Chester,Sandwiches,39,0.0457,53
Wayne,Food,41,0.0457,71
North Wales,Sandwiches,5,0.0457,5
Warrington,Beauty & Spas,9,0.0457,9
Bryn Mawr,Bars,10,0.0457,20
Collegeville,Restaurants,68,0.0456,214
Safety Harbor,Bars,14,0.0456,17
Brandon,Chicken Wings,11,0.0456,8
Upper Darby,Chicken Wings,5,0.0456,5
Philadelphia,Chinese,328,0.0456,604
Willow Grove,Fast Food,5,0.0456,4
Lutz,Mexican,11,0.0456,14
Tampa,Auto Repair,106,0.0455,91
Tampa,Endodontists,10,0.0455,6
Paoli,Restaurants,43,0.0455,97
Plymouth Meeting,Food,10,0.0455,14
Philadelphia,Cambodian,7,0.0455,11
Bensalem,Arts & Entertainment,5,0.0455,6
Tampa,Pizza,179,0.0455,208
Lutz,Pizza,15,0.0454,12
Temple Terrace,Restaurants,43,0.0454,67
Media,Mexican,8,0.0454,8
Pinellas Park,Pizza,13,0.0454,12
Ardmore,Hair Removal,6,0.0454,5
Lutz,American (Traditional),20,0.0454,32
Newtown,Health & Medical,18,0.0453,18
Seminole,Home Services,6,0.0453,5
Bryn Mawr,Nightlife,11,0.0453,21
Ardmore,Chinese,7,0.0453,8
Largo,Beauty & Spas,56,0.0453,53
Upper Darby,Mexican,5,0.0453,4
Downingtown,Nightlife,12,0.0453,23
Downingtown,Bars,12,0.0453,23
Malvern,Beauty & Spas,10,0.0453,11
St. Petersburg,Cafes,9,0.0452,7
Ridley Park,Food,6,0.0452,8
Clearwater,Mexican,39,0.0452,39
Wesley Chapel,Pizza,11,0.0452,12
Tampa,Car Dealers,27,0.0452,32
Drexel Hill,Sandwiches,6,0.0452,5
Clearwater,Delis,7,0.0452,5
Clearwater,Pizza,40,0.0452,43
Tampa,Barbeque,44,0.0451,50
Willow Grove,Beauty & Spas,6,0.0451,5
Clearwater,Bars,110,0.0451,152
Collegeville,American (Traditional),12,0.0451,16
Clearwater,Sandwiches,70,0.0451,71
Upper Darby,Pizza,11,0.0451,14
Plymouth Meeting,American (Traditional),5,0.045,6
Philadelphia,Barbeque,54,0.045,54
Phoenixville,American (New),16,0.045,35
Tampa,Caterers,41,0.045,38
Philadelphia,Optometrists,21,0.045,12
Seminole,Chinese,5,0.045,5
Tampa,Pet Groomers,26,0.045,21
Lansdale,Restaurants,120,0.045,417
King of Prussia,Asian Fusion,5,0.0449,5
Gulfport,American (Traditional),11,0.0449,18
Broomall,Pizza,7,0.0448,14
Drexel Hill,Italian,8,0.0448,12
Bensalem,Home Services,11,0.0448,9
Saint Petersburg,Chicken Wings,13,0.0448,8
St. Petersburg,Desserts,11,0.0448,8
Lutz,Beauty & Spas,35,0.0448,28
Phoenixville,Italian,8,0.0447,6
Abington,Thai,6,0.0447,5
Philadelphia,Electricians,9,0.0447,8
Brandon,Restaurants,296,0.0447,1094
Clearwater,Steakhouses,11,0.0446,6
Tampa,Southern,21,0.0446,32
Warrington,Pizza,8,0.0446,9
Dunedin,Italian,9,0.0446,7
Souderton,Home Services,5,0.0446,3
Largo,Heating & Air Conditioning/HVAC,6,0.0446,5
Philadelphia,Southern,15,0.0446,15
Clearwater,Pets,8,0.0446,5
Philadelphia,Medical Spas,13,0.0446,10
Glenside,Nightlife,10,0.0445,24
Tampa,Ramen,8,0.0445,9
Souderton,Pizza,6,0.0445,6
Palm Harbor,Pizza,15,0.0445,12
Holiday,Pizza,5,0.0445,6
Tampa,Piercing,9,0.0445,6
Tampa,Wine Bars,32,0.0445,44
Lutz,Waxing,6,0.0445,5
South Pasadena,Restaurants,13,0.0445,11
Riverview,Bakeries,7,0.0444,6
Drexel Hill,Pizza,13,0.0444,26
Ambler,American (Traditional),8,0.0444,13
Downingtown,Restaurants,85,0.0444,293
Bryn Mawr,American (Traditional),6,0.0444,9
Huntingdon Valley,Restaurants,35,0.0444,65
Palm Harbor,Desserts,8,0.0444,7
Kennett Square,Restaurants,77,0.0444,360
St Petersburg,Food,15,0.0444,13
Hernando Beach,Restaurants,10,0.0443,20
Warminster,Italian,6,0.0443,5
Tampa,Salad,86,0.0443,91
Avondale,Food,8,0.0443,8
Philadelphia,Cafes,165,0.0443,202
Land O' Lakes,Mexican,5,0.0443,4
Philadelphia,Sports Bars,77,0.0443,75
Clearwater,Burgers,48,0.0442,54
Tampa,Pet Services,51,0.0442,55
Philadelphia,Russian,10,0.0442,21
Wayne,Nightlife,15,0.0441,40
Largo,Veterinarians,7,0.0441,5
Levittown,Nail Salons,7,0.0441,6
Tampa,Mattresses,10,0.0441,7
Pinellas Park,Restaurants,139,0.0441,377
New Port Richey,Japanese,6,0.0441,6
Wayne,Bars,15,0.0441,40
Dunedin,Breakfast & Brunch,25,0.044,43
Philadelphia,French,46,0.044,69
Berwyn,Restaurants,36,0.044,76
Willow Grove,Food,19,0.044,24
Philadelphia,Oral Surgeons,10,0.044,7
New Port Richey,Salad,7,0.044,5
Willow Grove,American (Traditional),5,0.0439,8
Tampa,Plumbing,16,0.0439,11
Exton,Hair Removal,6,0.0439,5
Ambler,Beauty & Spas,9,0.0439,9
Newtown,American (New),7,0.0438,7
St Petersburg,Pizza,5,0.0438,5
Pottstown,Beauty & Spas,11,0.0438,17
Malvern,Nail Salons,5,0.0438,7
Springfield,Italian,5,0.0438,6
Tampa,Veterinarians,15,0.0438,12
Tampa,Tapas Bars,9,0.0438,7
Philadelphia,Meat Shops,22,0.0438,22
Seminole,Nightlife,6,0.0438,7
Tampa,Hair Extensions,25,0.0438,23
Seminole,Bars,6,0.0438,7
Pinellas Park,Mexican,6,0.0438,7
Bryn Mawr,Restaurants,78,0.0438,259
Doylestown,American (Traditional),18,0.0438,32
Largo,Auto Repair,8,0.0437,5
Philadelphia,Cantonese,5,0.0437,5
Tampa,Tattoo,12,0.0437,8
Philadelphia,Juice Bars & Smoothies,74,0.0437,88
Warrington,American (Traditional),12,0.0437,29
Newtown Square,Restaurants,48,0.0436,119
Media,Chinese,8,0.0436,6
Norristown,Pizza,18,0.0436,28
Philadelphia,Office Cleaning,7,0.0435,7
Conshohocken,American (Traditional),11,0.0435,20
Tampa,American (Traditional),289,0.0435,384
St. Pete Beach,American (New),10,0.0435,15
Philadelphia,Mobile Phones,15,0.0435,14
Safety Harbor,Nightlife,16,0.0435,24
Ardmore,Beauty & Spas,17,0.0435,16
Philadelphia,Chocolatiers & Shops,12,0.0434,15
Philadelphia,Apartments,88,0.0434,105
Glen Mills,Pizza,10,0.0434,9
Dunedin,Seafood,13,0.0434,21
Philadelphia,Irish Pub,6,0.0434,10
Doylestown,Italian,13,0.0434,15
Tarpon Springs,Restaurants,128,0.0433,359
Philadelphia,Tea Rooms,6,0.0433,4
Brandon,American (Traditional),38,0.0433,64
Philadelphia,Motorcycle Repair,6,0.0432,7
Exton,American (New),15,0.0432,23
Bristol,Pizza,8,0.0432,7
Philadelphia,Caribbean,35,0.0432,27
St. Petersburg,Sandwiches,19,0.0432,13
King of Prussia,Breakfast & Brunch,10,0.0432,9
Springfield,Nail Salons,9,0.0432,11
Wayne,Restaurants,113,0.0431,401
Lutz,Chinese,5,0.0431,4
Tarpon Springs,Pizza,5,0.0431,8
Philadelphia,Vegetarian,101,0.0431,187
Wesley Chapel,Nail Salons,13,0.0431,15
Collegeville,Pizza,12,0.043,11
Lutz,Breakfast & Brunch,11,0.043,12
King of Prussia,Hotels & Travel,9,0.043,7
King of Prussia,Hotels,9,0.043,7
Buckingham,Restaurants,6,0.043,7
Tampa,Poke,21,0.043,26
St. Petersburg,Restaurants,327,0.043,631
Clearwater,Restaurants,594,0.043,1879
Palm Harbor,American (New),20,0.043,40
New Port Richey,American (New),18,0.043,21
King of Prussia,Coffee & Tea,9,0.0429,6
Saint Petersburg,Event Planning & Services,22,0.0429,19
Fort Washington,Food,5,0.0429,4
Spring Hill,Greek,6,0.0429,6
Paoli,Sandwiches,6,0.0429,5
Blue Bell,Sandwiches,8,0.0429,8
Hudson,Breakfast & Brunch,7,0.0429,4
Ardmore,American (New),14,0.0429,15
Philadelphia,American (New),552,0.0428,1362
Largo,Breakfast & Brunch,27,0.0428,39
Doylestown,American (New),15,0.0428,23
Philadelphia,Handyman,11,0.0427,8
Palm Harbor,Sushi Bars,10,0.0427,13
Lansdale,Sandwiches,14,0.0427,13
Philadelphia,Parking,10,0.0427,6
Philadelphia,Pet Stores,33,0.0426,33
Wayne,Sandwiches,17,0.0426,23
Tarpon Springs,Bars,18,0.0426,25
Tarpon Springs,Nightlife,22,0.0426,28
Blue Bell,Beauty & Spas,6,0.0426,4
Wesley Chapel,Beauty & Spas,33,0.0426,34
Philadelphia,Thai,53,0.0426,70
Spring House,Restaurants,6,0.0425,9
Saint Petersburg,Lounges,7,0.0425,7
Lafayette Hill,Bars,7,0.0425,14
Lafayette Hill,Nightlife,7,0.0425,14
Philadelphia,Spanish,10,0.0425,9
Springfield,Pizza,9,0.0425,10
Philadelphia,Specialty Schools,29,0.0425,21
West Chester,Pizza,47,0.0425,81
Philadelphia,Desserts,184,0.0424,305
Ardmore,Salad,10,0.0424,6
Brandon,Seafood,17,0.0424,29
Brandon,Bars,33,0.0424,66
Safety Harbor,Food,14,0.0424,16
Brandon,Nightlife,33,0.0424,66
West Chester,Restaurants,268,0.0423,1262
Zephyrhills,American (Traditional),5,0.0423,8
Brandon,Mexican,15,0.0423,16
Riverview,Nail Salons,21,0.0423,23
Philadelphia,Nurseries & Gardening,11,0.0423,8
Tampa,Cocktail Bars,72,0.0423,145
Tampa,Breakfast & Brunch,211,0.0423,284
Largo,Restaurants,268,0.0423,873
Yardley,Hair Salons,6,0.0422,5
Willow Grove,Bars,6,0.0422,9
Willow Grove,Nightlife,6,0.0422,9
Feasterville-Trevose,Restaurants,11,0.0421,11
Malvern,Restaurants,93,0.0421,314
West Chester,Beauty & Spas,37,0.0421,42
Wayne,Cafes,6,0.0421,4
North Wales,Restaurants,75,0.0421,252
Fort Washington,Restaurants,8,0.042,12
Exton,American (Traditional),24,0.042,37
Philadelphia,Greek,13,0.042,14
Tarpon Springs,Breakfast & Brunch,12,0.0419,14
Largo,Sushi Bars,7,0.0419,8
Fairless Hills,Beauty & Spas,7,0.0419,8
King of Prussia,American (Traditional),15,0.0419,27
Tampa,Heating & Air Conditioning/HVAC,10,0.0419,7
Springfield,Seafood,6,0.0419,3
Willow Grove,Event Planning & Services,5,0.0419,4
New Port Richey,Chicken Wings,5,0.0419,4
Malvern,Nightlife,14,0.0418,28
West Chester,Asian Fusion,6,0.0418,10
Tampa,Pool & Hot Tub Service,6,0.0418,3
Philadelphia,Acupuncture,19,0.0418,23
Malvern,Bars,14,0.0418,28
Tampa,Property Management,12,0.0418,10
Tampa,Hot Tub & Pool,6,0.0418,3
Phoenixville,Beauty & Spas,19,0.0418,23
King of Prussia,Nightlife,20,0.0417,45
East Norriton,Nightlife,5,0.0417,5
East Norriton,Bars,5,0.0417,5
Brandon,Sandwiches,31,0.0417,35
Phoenixville,Breakfast & Brunch,10,0.0417,15
Gulfport,Food,17,0.0417,22
Tampa,Movers,16,0.0417,16
Ardmore,Mexican,5,0.0417,5
Glenside,Restaurants,50,0.0417,173
Philadelphia,Traditional Chinese Medicine,5,0.0417,6
Valrico,Nightlife,7,0.0417,6
Valrico,Bars,7,0.0417,6
Palm Harbor,Pet Services,6,0.0416,3
Spring Hill,Salad,6,0.0416,5
Palm Harbor,Seafood,12,0.0416,14
Brandon,Tex-Mex,5,0.0416,4
Philadelphia,Salad,128,0.0416,155
Saint Petersburg,Nightlife,124,0.0416,260
